id,title,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations,release_year,production_companies_list,credits_list,quarter_q1,quarter_q2,quarter_q3,quarter_q4,release_quarter,real_budget,real_revenue,"Science Fiction, Family","Action, Comedy, Adventure, Family","Fantasy, Adventure, Comedy, Family",genre_other,original_language_en,original_language_ja,original_language_other,companies_trueskill,credits_trueskill,split_keywords,clean_keywords,duringcreditsstinger,aftercreditsstinger,sequel,anthropomorphism,friendship,cartoon,anime,animal,villain,family,superhero,dog
65759,Happy Feet Two,Mumble the penguin has a problem: his son Erik who is reluctant to dance encounters The Mighty Sven a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces causing him to brings together the penguin nations and their allies to set things right.,29.138,Dr D Studios-Village Roadshow Entertainment-Kennedy Miller Productions-Warner Bros. Pictures,2011-11-18,130000000.0,150406466.0,100.0,Released,Every step counts.,6.1,1379.0,Elijah Wood-Robin Williams-Pink-Elizabeth Daily-Johnny A. Sanchez-Lombardo Boyar-Sofía Vergara-Common-Hugo Weaving-Brad Pitt-Matt Damon-Carlos Alazraqui-Jeffrey Garcia-Ava Acres-Benjamin Flores Jr.-Meibh Campbell-Magda Szubanski-Hank Azaria-Richard Carter-Lee Perry-Jai Sloper-Oscar Beard-Anthony LaPaglia-Danny Mann-Denise Blasor-Roger Narayan-Mason Vale Cotton-Joshua Rush,penguin-musical-aftercreditsstinger,/2gWiQ4mn85jcXtREVePlVViupeV.jpg,/jiY7dnAtkvM1UykifM0RJAhZLY6.jpg,9836-954914-23398-9408-12222-172385-702557-6477-46195-7484-7518-5559-55301-13053-41216-80321-109451-49444-73723-13690-9513,2011,"['Dr D Studios', 'Village Roadshow Entertainment', 'Kennedy Miller Productions', 'Warner Bros. Pictures']","['Elijah Wood', 'Robin Williams', 'Pink', 'Elizabeth Daily', 'Johnny A. Sanchez', 'Lombardo Boyar', 'Sofía Vergara', 'Common', 'Hugo Weaving', 'Brad Pitt', 'Matt Damon', 'Carlos Alazraqui', 'Jeffrey Garcia', 'Ava Acres', 'Benjamin Flores Jr.', 'Meibh Campbell', 'Magda Szubanski', 'Hank Azaria', 'Richard Carter', 'Lee Perry', 'Jai Sloper', 'Oscar Beard', 'Anthony LaPaglia', 'Danny Mann', 'Denise Blasor', 'Roger Narayan', 'Mason Vale Cotton', 'Joshua Rush']",0,0,0,1,Q4,196636664.23116454,227503275.02336973,0,0,0,1,1,0,0,-1.9792005929307426,3.5391561454868485,"['penguin', 'musical', 'aftercreditsstinger']","['penguin', 'musical', 'aftercreditsstinger']",0,1,0,0,0,0,0,0,0,0,0,0
55301,Alvin and the Chipmunks: Chipwrecked,Playing around while aboard a cruise ship the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.,37.189,20th Century Fox-Dune Entertainment-Regency Enterprises-Fox 2000 Pictures-Bagdasarian Productions,2011-12-14,75000000.0,342695435.0,87.0,Released,"Sun, Sea and Squeaks.",5.697,1915.0,Jason Lee-David Cross-Jenny Slate-Justin Long-Matthew Gray Gubler-Jesse McCartney-Amy Poehler-Anna Faris-Christina Applegate-Alan Tudyk-Michael P. Northey-Sophia Aguiar-Lauren Gottlieb-Tera Perez-Andy Buckley-Chad Krowchuk-Luisa d'Oliveira-Tucker Albrizzi-Nelson Wong-Michael Bagdasarian-Amber-Rochelle DeMarco-Marcela Caceres-Natalie Sutcliffe-Ian Harmon-Phyllis Smith-Ross Bagdasarian Jr.-Janice Karman-Steve Vining-Eoin Bates-Seth Robert Dusky-Wendell Kinney-Jeremy Palko-Rachael Wegener,sequel-chipmunk-cruise ship-live action and animation-overboard,/i2KJbbpodyxizppc8F9NbUb7Iiq.jpg,/j8M9FjI1seC6OmUluDGkOZIwZt.jpg,23398-6477-12133-258509-41513-77931-297692-984430-5559-42949-26505-46195-9513-8920-13053-9836-7484-50359-12222-80321-172385,2011,"['20th Century Fox', 'Dune Entertainment', 'Regency Enterprises', 'Fox 2000 Pictures', 'Bagdasarian Productions']","['Jason Lee', 'David Cross', 'Jenny Slate', 'Justin Long', 'Matthew Gray Gubler', 'Jesse McCartney', 'Amy Poehler', 'Anna Faris', 'Christina Applegate', 'Alan Tudyk', 'Michael P. Northey', 'Sophia Aguiar', 'Lauren Gottlieb', 'Tera Perez', 'Andy Buckley', 'Chad Krowchuk', ""Luisa d'Oliveira"", 'Tucker Albrizzi', 'Nelson Wong', 'Michael Bagdasarian', 'Amber', 'Rochelle DeMarco', 'Marcela Caceres', 'Natalie Sutcliffe', 'Ian Harmon', 'Phyllis Smith', 'Ross Bagdasarian Jr.', 'Janice Karman', 'Steve Vining', 'Eoin Bates', 'Seth Robert Dusky', 'Wendell Kinney', 'Jeremy Palko', 'Rachael Wegener']",0,0,0,1,Q4,113444229.36413339,518357593.7357529,0,0,0,1,1,0,0,11.695669586565817,16.74361368594688,"['sequel', 'chipmunk', 'cruise ship', 'live action and animation', 'overboard']","['sequel', 'chipmunk', 'cruise ship', 'live action and animation', 'overboard']",0,0,1,0,0,0,0,0,0,0,0,0
94196,Zarafa,Inspired by the true story of the first giraffe to visit France Zarafa is a sumptuously animated and stirring adventure and a throwback to a bygone era of hand-drawn animation and epic storytelling set among sweeping CinemaScope vistas of parched desert wind-swept mountains and open skies.  Under the cover of darkness a small boy Maki loosens the shackles that bind him and escapes into the desert night. Pursued by slavers across the moon-lit savannah Maki meets Zarafa a baby giraffe – and an orphan just like him – as well as the nomad Hassan Prince of the Desert. Hassan takes them to Alexandria for an audience with the Pasha of Egypt who orders him to deliver the exotic animal as a gift to King Charles of France.,7.827,France 3 Cinéma-Prima Linéa Productions-Chaocorp-Pathé-SCOPE Pictures-GKIDS-NYAV Post,2012-01-25,10750000.0,12197574.0,78.0,Released,,6.8,95.0,Max Renaudin-Simon Abkarian-Vernon Dobtcheff-Roger Dumas-Ronit Elkabetz-Mohamed Fellag-Déborah François-Thierry Frémont-Philippe Morier-Genoud-Mostéfa Stiti-François-Xavier Demaison,giraffe-sudan-based on true story-orphan-19th century,/gsTt2bxvffCIsRoZlXDqRGM01H9.jpg,/wu1ZfK910bxCUtyne1bL1s9lOLj.jpg,434616-10340-76492,2012,"['France 3 Cinéma', 'Prima Linéa Productions', 'Chaocorp', 'Pathé', 'SCOPE Pictures', 'GKIDS', 'NYAV Post']","['Max Renaudin', 'Simon Abkarian', 'Vernon Dobtcheff', 'Roger Dumas', 'Ronit Elkabetz', 'Mohamed Fellag', 'Déborah François', 'Thierry Frémont', 'Philippe Morier', 'Genoud', 'Mostéfa Stiti', 'François', 'Xavier Demaison']",1,0,0,0,Q1,15786737.419604322,17912548.64132026,0,0,0,1,0,0,1,13.66300809756851,25.0,"['giraffe', 'sudan', 'based on true story', 'orphan', '19th century']","['giraffe', 'sudan', 'based on true story', 'orphan', '19th century']",0,0,0,0,0,0,0,0,0,0,0,0
73723,The Lorax,A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax the grumpy yet charming creature who fights to protect his world.,73.291,Universal Pictures-Illumination-dentsu-Comcast-Hell,2012-03-01,70000000.0,348800000.0,86.0,Released,Meet the original force of nature.,6.493,3364.0,Danny DeVito-Ed Helms-Zac Efron-Rob Riggle-Taylor Swift-Jenny Slate-Betty White-Nasim Pedrad-Joel Swetow-Michael Beattie-Elmarie Wendel-Dave B. Mitchell-Dempsey Pappion-Danny Cooksey-Stephen Tobolowsky-Chris Renaud-Sherry Lynn-Mickie McGowan-Jack Angel-Bob Bergen-Debi Derryberry-Danny Mann-Fletcher Sheridan-John Cygan-Bill Farmer-Jess Harnell-Mona Marshall-Laraine Newman-Jan Rabson-Claira Nicole Titman-Jim Ward,aftermath-tree-musical-family business -money-tragic villain-consumerism-air-based on children's book-animal killing-walled city-reforestation-tree cutting-mad family-clothes factory-meme-social-abused child-illumination-singing animals-fish trio-biggering-unless,/tePFnZFw5JvjwjQjaKkqDPNMLPU.jpg,/tsku2v6q5fd5DOOF53Kmzetu322.jpg,44896-46195-38055-13053-70160-62177-80321-82881-953-41513-5559-17578-12222-808-920-10191-120-45772-11036-22794-16996,2012,"['Universal Pictures', 'Illumination', 'dentsu', 'Comcast', 'Hell']","['Danny DeVito', 'Ed Helms', 'Zac Efron', 'Rob Riggle', 'Taylor Swift', 'Jenny Slate', 'Betty White', 'Nasim Pedrad', 'Joel Swetow', 'Michael Beattie', 'Elmarie Wendel', 'Dave B. Mitchell', 'Dempsey Pappion', 'Danny Cooksey', 'Stephen Tobolowsky', 'Chris Renaud', 'Sherry Lynn', 'Mickie McGowan', 'Jack Angel', 'Bob Bergen', 'Debi Derryberry', 'Danny Mann', 'Fletcher Sheridan', 'John Cygan', 'Bill Farmer', 'Jess Harnell', 'Mona Marshall', 'Laraine Newman', 'Jan Rabson', 'Claira Nicole Titman', 'Jim Ward']",1,0,0,0,Q1,102797359.94160953,512224559.2519058,0,0,0,1,1,0,0,15.172030131929503,-12.367631204194364,"['aftermath', 'tree', 'musical', 'family business ', 'money', 'tragic villain', 'consumerism', 'air', ""based on children's book"", 'animal killing', 'walled city', 'reforestation', 'tree cutting', 'mad family', 'clothes factory', 'meme', 'social', 'abused child', 'illumination', 'singing animals', 'fish trio', 'biggering', 'unless']","['aftermath', 'tree', 'musical', 'family business ', 'money', 'tragic villain', 'consumerism', 'air', 'based on childrens book', 'animal killing', 'walled city', 'reforestation', 'tree cutting', 'mad family', 'clothes factory', 'meme', 'social', 'abused child', 'illumination', 'singing animals', 'fish trio', 'biggering', 'unless']",0,0,0,0,0,0,0,0,0,0,0,0
72197,The Pirates! In an Adventure with Scientists!,The luxuriantly bearded Pirate Captain is a boundlessly enthusiastic if somewhat less-than-successful terror of the High Seas. With a rag-tag crew at his side and seemingly blind to the impossible odds stacked against him the Captain has one dream: to beat his bitter rivals Black Bellamy and Cutlass Liz to the much coveted Pirate of the Year Award. It’s a quest that takes our heroes from the shores of exotic Blood Island to the foggy streets of Victorian London. Along the way they battle a diabolical queen and team up with a haplessly smitten young scientist but never lose sight of what a pirate loves best: adventure!,16.545,Sony Pictures Animation-Aardman-Columbia Pictures,2012-03-12,60000000.0,123054041.0,88.0,Released,It's a plunderful life,6.4,934.0,Hugh Grant-Martin Freeman-Imelda Staunton-David Tennant-Jeremy Piven-Salma Hayek-Lenny Henry-Brian Blessed-Russell Tovey-Brendan Gleeson-Ashley Jensen-Al Roker-Ben Whitehead-David Schneider-Mike Cooper-Tom Doggart-Sophie Jerrold-Sophie Laughton-Peter Lord-Kayvan Novak-David Schaal-Mitchell Mullen-Anton Yelchin,sea-ship-rivalry-stop motion-pirate-aftercreditsstinger-duringcreditsstinger,/gxQWAhT2Hpsid1aBQQmQyYP6brw.jpg,/9UZnCIeUVHzZQLDXN7lht2T4ndB.jpg,48649-2077-634541-73723-130966-53420-77174-51052-533-50321-16866-46195-62214-80321-49444-51162-44896-17578-50359-175574-218836,2012,"['Sony Pictures Animation', 'Aardman', 'Columbia Pictures']","['Hugh Grant', 'Martin Freeman', 'Imelda Staunton', 'David Tennant', 'Jeremy Piven', 'Salma Hayek', 'Lenny Henry', 'Brian Blessed', 'Russell Tovey', 'Brendan Gleeson', 'Ashley Jensen', 'Al Roker', 'Ben Whitehead', 'David Schneider', 'Mike Cooper', 'Tom Doggart', 'Sophie Jerrold', 'Sophie Laughton', 'Peter Lord', 'Kayvan Novak', 'David Schaal', 'Mitchell Mullen', 'Anton Yelchin']",1,0,0,0,Q1,88112022.80709389,180709007.78495112,0,0,0,1,1,0,0,8.638738779485843,24.36712107382223,"['sea', 'ship', 'rivalry', 'stop motion', 'pirate', 'aftercreditsstinger', 'duringcreditsstinger']","['sea', 'ship', 'rivalry', 'stop motion', 'pirate', 'aftercreditsstinger', 'duringcreditsstinger']",1,1,0,0,0,0,0,0,0,0,0,0
80321,Madagascar 3: Europe's Most Wanted,Animal pals Alex Marty Melman and Gloria are still trying to make it back to New York's Central Park Zoo. They are forced to take a detour to Europe to find the penguins and chimps who broke the bank at a Monte Carlo casino. When French animal-control officer Capitaine Chantel DuBois picks up their scent Alex and company are forced to hide out in a traveling circus.,70.042,DreamWorks Animation,2012-06-06,145000000.0,746921274.0,93.0,Released,They Have One Shot to Get Back Home.,6.6,5426.0,Ben Stiller-Chris Rock-David Schwimmer-Jada Pinkett Smith-Frances McDormand-Sacha Baron Cohen-Andy Richter-Cedric the Entertainer-Jessica Chastain-Bryan Cranston-Martin Short-Paz Vega-Frank Welker-Tom McGrath-Chris Miller-Christopher Knights-Conrad Vernon-Vinnie Jones-Steve Jones-Nick Fletcher-Danny Jacobs-Dan O'Connor-Eric Darnell-Stephen Kearin-Emily Nordwind-Asucena Jimenez,circus-lion-zoo-hippopotamus-giraffe-penguin-madagascar-friendship-cartoon-zebra-slapstick comedy-animal-lemur-talking animals,/cF3NBLvutUyhliNcnnhNdX4NI9U.jpg,/pGa4217asjzjepco86110xLWjE4.jpg,10527-953-57800-8355-46195-49444-10192-950-810-9502-49013-425-13053-22794-76492-809-15512-38055-49519-81188-41513,2012,['DreamWorks Animation'],"['Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith', 'Frances McDormand', 'Sacha Baron Cohen', 'Andy Richter', 'Cedric the Entertainer', 'Jessica Chastain', 'Bryan Cranston', 'Martin Short', 'Paz Vega', 'Frank Welker', 'Tom McGrath', 'Chris Miller', 'Christopher Knights', 'Conrad Vernon', 'Vinnie Jones', 'Steve Jones', 'Nick Fletcher', 'Danny Jacobs', ""Dan O'Connor"", 'Eric Darnell', 'Stephen Kearin', 'Emily Nordwind', 'Asucena Jimenez']",0,1,0,0,Q2,212937388.45047688,1096879072.1631937,0,0,0,1,1,0,0,8.42276481851687,0.40099409582270684,"['circus', 'lion', 'zoo', 'hippopotamus', 'giraffe', 'penguin', 'madagascar', 'friendship', 'cartoon', 'zebra', 'slapstick comedy', 'animal', 'lemur', 'talking animals']","['circus', 'lion', 'zoo', 'hippopotamus', 'giraffe', 'penguin', 'madagascar', 'friendship', 'cartoon', 'zebra', 'slapstick comedy', 'animal', 'lemur', 'talking animals']",0,0,0,0,1,1,0,1,0,0,0,0
62177,Brave,Brave is set in the mystical Scottish Highlands where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin the surly Lord Macintosh and the disagreeable Lord Dingwall.,66.581,Walt Disney Pictures-Pixar,2012-06-21,185000000.0,538983207.0,93.0,Released,Change your fate.,7.006,12175.0,Kelly Macdonald-Billy Connolly-Emma Thompson-Julie Walters-Robbie Coltrane-Kevin McKidd-Craig Ferguson-Sally Kinghorn-Eilidh Fraser-Peigi Barker-Steven Cree-Steve Purcell-Callum O'Neill-Patrick Doyle-John Ratzenberger,scotland-rebel-bravery-kingdom-archer-wish-bear-scot-rebellious daughter-turns into animal-archery-ruins-aftercreditsstinger-peace offering-woman director-quest,/1XAuDtMWpL0sYSFK0R6EZate2Ux.jpg,/qx9ts2hBYJrkIQxhryitxnLlm2u.jpg,585-62211-38757-2062-12-14160-10193-82690-109445-920-9806-10681-862-20352-863-10191-49013-150540-9487-57800-808,2012,"['Walt Disney Pictures', 'Pixar']","['Kelly Macdonald', 'Billy Connolly', 'Emma Thompson', 'Julie Walters', 'Robbie Coltrane', 'Kevin McKidd', 'Craig Ferguson', 'Sally Kinghorn', 'Eilidh Fraser', 'Peigi Barker', 'Steven Cree', 'Steve Purcell', ""Callum O'Neill"", 'Patrick Doyle', 'John Ratzenberger']",0,1,0,0,Q2,271678736.9885395,791515010.4637434,0,1,1,0,1,0,0,4.430944331412484,19.912087651074152,"['scotland', 'rebel', 'bravery', 'kingdom', 'archer', 'wish', 'bear', 'scot', 'rebellious daughter', 'turns into animal', 'archery', 'ruins', 'aftercreditsstinger', 'peace offering', 'woman director', 'quest']","['scotland', 'rebel', 'bravery', 'kingdom', 'archer', 'wish', 'bear', 'scot', 'rebellious daughter', 'turns into animal', 'archery', 'ruins', 'aftercreditsstinger', 'peace offering', 'woman director', 'quest']",0,1,0,0,0,0,0,0,0,0,0,0
57800,Ice Age: Continental Drift,Manny Diego and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship they encounter sea creatures and battle pirates as they explore a new world.,62.849,Blue Sky Studios-20th Century Fox Animation-20th Century Fox,2012-06-27,95000000.0,877244782.0,88.0,Released,The End of the World is Just the Tip of the Iceberg.,6.3,6787.0,Ray Romano-John Leguizamo-Denis Leary-Seann William Scott-Josh Peck-Queen Latifah-Jennifer Lopez-Peter Dinklage-Wanda Sykes-Keke Palmer-Josh Gad-Nick Frost-Aziz Ansari-Alain Chabat-Kunal Nayyar-Drake-Nicki Minaj-Rebel Wilson-Alan Tudyk-Ester Dean-Eddie 'Piolin' Sotelo-Joy Behar-Heather Morris-Chris Wedge-Christopher Campbell-Karen Disher-Marieve Herington-Lucas Leguizamo-Allegra Leguizamo-Jason Fricchione-Ben Gleib-George Jacobs-James Palumbo-Simon Pegg-Alexandra Romano-Patrick Stewart-Brian Scott McFadden-Ashley Albert-Edita Brychta-Dennis T. Carnegie-Aimée Castle-Jim Conroy-Jason Harris-Sondra James-Alexa Kahn-Bill Lobley-Chris Phillips-Tara Sands-Keith Silverstein-Ariel Winter-Fred Tatasciore,sequel-seal (animal)-prehistoric times-melting ice-floating ice-land bridge-era-glaciale-deriva,/veS3B9N5Kn2Zv8W5KemjhyPjNsd.jpg,/kyTlMMVWo1GffYoQctZwLqJcwaj.jpg,8355-950-425-278154-80321-953-10527-46195-20352-9502-810-49444-10192-76492-93456-82690-809-49519-49013-62177-13053,2012,"['Blue Sky Studios', '20th Century Fox Animation', '20th Century Fox']","['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Seann William Scott', 'Josh Peck', 'Queen Latifah', 'Jennifer Lopez', 'Peter Dinklage', 'Wanda Sykes', 'Keke Palmer', 'Josh Gad', 'Nick Frost', 'Aziz Ansari', 'Alain Chabat', 'Kunal Nayyar', 'Drake', 'Nicki Minaj', 'Rebel Wilson', 'Alan Tudyk', 'Ester Dean', ""Eddie 'Piolin' Sotelo"", 'Joy Behar', 'Heather Morris', 'Chris Wedge', 'Christopher Campbell', 'Karen Disher', 'Marieve Herington', 'Lucas Leguizamo', 'Allegra Leguizamo', 'Jason Fricchione', 'Ben Gleib', 'George Jacobs', 'James Palumbo', 'Simon Pegg', 'Alexandra Romano', 'Patrick Stewart', 'Brian Scott McFadden', 'Ashley Albert', 'Edita Brychta', 'Dennis T. Carnegie', 'Aimée Castle', 'Jim Conroy', 'Jason Harris', 'Sondra James', 'Alexa Kahn', 'Bill Lobley', 'Chris Phillips', 'Tara Sands', 'Keith Silverstein', 'Ariel Winter', 'Fred Tatasciore']",0,1,0,0,Q2,139510702.77789867,1288263537.3164685,0,0,0,1,1,0,0,15.310795076260165,10.408001887021916,"['sequel', 'seal (animal)', 'prehistoric times', 'melting ice', 'floating ice', 'land bridge', 'era', 'glaciale', 'deriva']","['sequel', 'seal animal', 'prehistoric times', 'melting ice', 'floating ice', 'land bridge', 'era', 'glaciale', 'deriva']",0,0,1,0,0,0,0,0,0,0,0,0
77174,ParaNorman,In the town of Blithe Hollow Norman Babcock can speak to the dead but no one other than his eccentric new friend believes his ability is real. One day Norman's eccentric uncle tells him of a ritual he must perform to protect the town from a curse cast by a witch centuries ago.,25.668,Laika Entertainment-Focus Features,2012-08-03,60000000.0,107139399.0,90.0,Released,It's all fun and games until someone raises the dead.,7.0,2288.0,Kodi Smit-McPhee-Tucker Albrizzi-Jodelle Ferland-Anna Kendrick-Casey Affleck-Leslie Mann-Jeff Garlin-Christopher Mintz-Plasse-John Goodman-Elaine Stritch-Bernard Hill-Alex Borstein-Tempestt Bledsoe-Jeremy Shada-Scott Menville-Hannah Noyes-Ariel Winter-Alicia Lagano-Denise Faye-Cam Clarke-Lara Cody-Jacob Bertrand-Ashley Lambert,medium-stop motion-curse-jock-ghost-communicating with the dead-aftercreditsstinger-witch trial-child witch-empathy-strange-giac quan,/9DZPtuYTKYxt6vzHvZ5FLThG4fl.jpg,/qRT6XrtT0E4UHFL0RXNrQOrh9zL.jpg,62214-9297-73723-76492-72197-170687-109451-22794-46195-44896-41513-15512-38055-80321-12222-82690-14836-5559-81188-16866-49444,2012,"['Laika Entertainment', 'Focus Features']","['Kodi Smit', 'McPhee', 'Tucker Albrizzi', 'Jodelle Ferland', 'Anna Kendrick', 'Casey Affleck', 'Leslie Mann', 'Jeff Garlin', 'Christopher Mintz', 'Plasse', 'John Goodman', 'Elaine Stritch', 'Bernard Hill', 'Alex Borstein', 'Tempestt Bledsoe', 'Jeremy Shada', 'Scott Menville', 'Hannah Noyes', 'Ariel Winter', 'Alicia Lagano', 'Denise Faye', 'Cam Clarke', 'Lara Cody', 'Jacob Bertrand', 'Ashley Lambert']",0,0,1,0,Q3,88112022.80709389,157337819.47043887,0,0,0,1,1,0,0,11.990120704056372,3.7718209940618017,"['medium', 'stop motion', 'curse', 'jock', 'ghost', 'communicating with the dead', 'aftercreditsstinger', 'witch trial', 'child witch', 'empathy', 'strange', 'giac quan']","['medium', 'stop motion', 'curse', 'jock', 'ghost', 'communicating with the dead', 'aftercreditsstinger', 'witch trial', 'child witch', 'empathy', 'strange', 'giac quan']",0,1,0,0,0,0,0,0,0,0,0,0
121734,"Tad, the Lost Explorer",Tad is a celebrity archaeologist and adventurer just like his hero Max Mordon... in his dreams! In reality Tad is a Chicago construction worker. One day however he is mistaken for a real professor and takes his place on a flight to Peru in search of the lost city of Paititi.,36.606,Canal+-StudioCanal-Telecinco Cinema-Ikiru Films-ICAA-Lightbox Entertainment-El Toro Pictures-Telefónica Studios,2012-08-10,10500000.0,23000000.0,90.0,Released,"No whip, no gun... All fun!",6.2,482.0,Óscar Barberán-Michelle Jenner-José Mota-Pep Anton Muñoz-Miguel Ángel Jenner-Luis Posada-Meritxell Ané,helicopter-treasure-pyramid-museum-parrot-hot air balloon-peru-jungle-train-dog-desert-explorer-construction worker,/vmysxjUJkYmp6CmjNOKOeHMOzFA.jpg,/rg10dfOmhP42jTmVs0jRTPQ0WUE.jpg,452773-300602-202575-676701-151960-227783-77931-45772-77950-146381-116711-760161-51170-49953-41515-77951-49519-218836-23398-109451-55301,2012,"['Canal+', 'StudioCanal', 'Telecinco Cinema', 'Ikiru Films', 'ICAA', 'Lightbox Entertainment', 'El Toro Pictures', 'Telefónica Studios']","['Óscar Barberán', 'Michelle Jenner', 'José Mota', 'Pep Anton Muñoz', 'Miguel Ángel Jenner', 'Luis Posada', 'Meritxell Ané']",0,0,1,0,Q3,15419603.99124143,33776275.409385994,0,0,0,1,0,0,1,-0.49572576164544513,10.044838755396965,"['helicopter', 'treasure', 'pyramid', 'museum', 'parrot', 'hot air balloon', 'peru', 'jungle', 'train', 'dog', 'desert', 'explorer', 'construction worker']","['helicopter', 'treasure', 'pyramid', 'museum', 'parrot', 'hot air balloon', 'peru', 'jungle', 'train', 'dog', 'desert', 'explorer', 'construction worker']",0,0,0,0,0,0,0,0,0,0,0,1
76492,Hotel Transylvania,Welcome to Hotel Transylvania Dracula's lavish five-stake resort where monsters and their families can live it up and no humans are allowed. One special weekend Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!,36.996,Columbia Pictures-Sony Pictures Animation,2012-09-20,85000000.0,358375603.0,91.0,Released,Even monsters need a vacation,6.953,7908.0,Adam Sandler-Andy Samberg-Selena Gomez-Kevin James-Fran Drescher-Steve Buscemi-Molly Shannon-David Spade-Cee Lo Green-Sadie Sandler-Jon Lovitz-Luenell-Chris Parnell-Brian George-Brian Stack-Jackie Sandler-Rob Riggle-Paul Brittain-Robert Smigel-Jonny Solomon-Jim Wise-Craig Kellman-Brian McCann-James C.J. Williams-Ashley Lambert-Rose Abdoo-Kirk Baily-Ranjani Brow-Corey Burton-Cam Clarke-Michael Corbett-Allen Covert-Rachel Crane-Collin Dean-Eddie Frierson-Bridget Hoffman-Rif Hutton-Tom Kenny-Scott Menville-Edie Mirman-Jessica Pennington-Alec Rosenthal-Katie Silverman-John Hans Tester-Sarah Thyre-Chris Titone-David Zyler-Maddie Taylor,hotel-witch-vampire-love-romance-zombie-invisible person-duringcreditsstinger-nosferatu-protective father-magical creature-father daughter relationship,/eJGvzGrsfe2sqTUPv5IwLWXjVuR.jpg,/5rARlA8beRAVXPYzSaF2NoS8Ry5.jpg,159824-80321-400155-953-57800-38757-81188-46195-82690-8355-49519-62177-20352-10527-950-22794-9502-93456-10191-62211-425,2012,"['Columbia Pictures', 'Sony Pictures Animation']","['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'Fran Drescher', 'Steve Buscemi', 'Molly Shannon', 'David Spade', 'Cee Lo Green', 'Sadie Sandler', 'Jon Lovitz', 'Luenell', 'Chris Parnell', 'Brian George', 'Brian Stack', 'Jackie Sandler', 'Rob Riggle', 'Paul Brittain', 'Robert Smigel', 'Jonny Solomon', 'Jim Wise', 'Craig Kellman', 'Brian McCann', 'James C.J. Williams', 'Ashley Lambert', 'Rose Abdoo', 'Kirk Baily', 'Ranjani Brow', 'Corey Burton', 'Cam Clarke', 'Michael Corbett', 'Allen Covert', 'Rachel Crane', 'Collin Dean', 'Eddie Frierson', 'Bridget Hoffman', 'Rif Hutton', 'Tom Kenny', 'Scott Menville', 'Edie Mirman', 'Jessica Pennington', 'Alec Rosenthal', 'Katie Silverman', 'John Hans Tester', 'Sarah Thyre', 'Chris Titone', 'David Zyler', 'Maddie Taylor']",0,0,1,0,Q3,124825365.64338301,526286655.0840337,0,0,0,1,1,0,0,4.36553101244574,0.315507363377861,"['hotel', 'witch', 'vampire', 'love', 'romance', 'zombie', 'invisible person', 'duringcreditsstinger', 'nosferatu', 'protective father', 'magical creature', 'father daughter relationship']","['hotel', 'witch', 'vampire', 'love', 'romance', 'zombie', 'invisible person', 'duringcreditsstinger', 'nosferatu', 'protective father', 'magical creature', 'father daughter relationship']",1,0,0,0,0,0,0,0,0,0,0,0
